scenario,run_id,window_start_s,window_end_s,label,is_anomalous,offset_mean,offset_std,offset_abs_max,path_delay_mean,pdv_std,seq_regressions,msg_irregularity,synce_ql_max,gnss_loss_rate,holdover_rate
gnss_loss_holdover,2,5.4,5.8,healthy,0,-1.976101738801726,2.7562981111620375,7.165645290318752,49996.22899693923,7.231829093506358,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,5.6,6.0,healthy,0,-1.9864295637575409,3.1920559273994527,7.165645290318752,49998.31179036705,3.9645908601063082,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,5.8,6.2,healthy,0,-0.24185210413812372,2.887728314601519,6.193107329107713,49999.66027776491,6.58760927037345,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,6.0,6.4,healthy,0,-2.299779761072242,3.62683987928205,6.965880290276575,50000.27548976937,8.578194925608523,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,6.2,6.6,healthy,0,-2.4018471844482328,3.11761428277633,6.965880290276575,50001.03224042228,8.276507346046364,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,6.4,6.8,healthy,0,0.48882360999199503,1.9959347617908123,4.425911619148955,49998.87320935386,9.374448280589881,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,6.6,7.0,healthy,0,1.3900487678455442,1.4422884839308634,4.425911619148955,49998.42717996104,10.710739886612814,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,6.8,7.2,healthy,0,1.046796489213267,1.2337173527168768,3.8507263955036533,50001.15997029268,8.890209207065801,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,7.0,7.4,healthy,0,-0.9076345154591727,2.7392679415781425,5.951300522475278,49999.87247917902,5.42045323219436,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,7.2,7.6,healthy,0,-2.7732869193408884,2.707091607752746,6.693540969373741,50000.06410156163,6.043467782686625,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,7.4,7.8,healthy,0,-1.4765651904636834,2.7751951613686106,6.693540969373741,50000.19878396755,9.013882285972564,0,0.0,1,0.0,0.0
